,Episode,Average Waiting Time
0,1,9.322308134202624
1,2,2.8803440386843637
2,3,9.970343342347013
3,4,3.706957099648108
4,5,9.046052452865656
5,6,3.9233611501512664
6,7,12.902109229890735
7,8,11.163214187274233
8,9,9.399052372666933
9,10,7.790097930726459
10,11,11.792940812858681
11,12,9.585981443613344
12,13,7.550788267546639
13,14,7.38291263577468
14,15,6.1844647815033085
15,16,3.9179552429525772
16,17,13.903161490645147
17,18,5.479107630308849
18,19,17.557389754567478
19,20,9.075508487875435
20,21,4.050772013842511
21,22,15.060819304148822
22,23,11.935974298749956
23,24,7.731932088839729
24,25,13.050328182132963
25,26,4.638902997614287
26,27,6.66956927517054
27,28,9.794131727792456
28,29,12.813675592201498
29,30,9.707689892423245
30,31,8.415444182822375
31,32,12.29609489580495
32,33,8.281555274853408
33,34,11.681216215555008
34,35,9.020857077902804
35,36,9.809743018313426
36,37,9.791002502602181
37,38,12.7047996981415
38,39,6.238148785310622
39,40,9.02392758017051
40,41,5.713441862278631
41,42,8.250606849318146
42,43,5.9022856265907055
43,44,3.2529544550102294
44,45,13.882704555107257
45,46,3.4510049588745986
46,47,12.743236335557812
47,48,6.118443778243855
48,49,4.849443730557996
49,50,15.936175796445978
50,51,9.783987658984314
51,52,1.5348506620562614
52,53,14.401181726485296
53,54,14.524718916836433
54,55,9.577316752643664
55,56,9.631550006797085
56,57,6.683800532551502
57,58,14.040945239831114
58,59,8.744804211333603
59,60,4.262187845968254
60,61,10.48489703703323
61,62,11.56448554679132
62,63,10.38914846513144
63,64,6.245987450958975
64,65,3.0138562757549616
65,66,3.5439245874003378
66,67,3.4083364011158004
67,68,4.299508276995252
68,69,6.272451954290075
69,70,3.444487999501158
70,71,8.823169846798374
71,72,3.419323640708509
72,73,14.542474598236204
73,74,11.048421709261323
74,75,3.3769808393423886
75,76,3.22233599809257
76,77,13.755790930764547
77,78,2.640172198249704
78,79,8.0147039356857
79,80,7.995204173969624
80,81,18.569465526340295
81,82,3.0907915961605976
82,83,2.576820479198016
83,84,9.463419708126816
84,85,7.5987491732750865
85,86,21.960174069230515
86,87,17.394879789134315
87,88,0.8523046930450909
88,89,12.77628909782864
89,90,9.030871067586729
90,91,4.850854123519273
91,92,7.410129992954067
92,93,13.234935671727255
93,94,9.078344450810212
94,95,14.291496686494543
95,96,6.410617295880487
96,97,13.820562672893974
97,98,2.760417631603779
98,99,10.547568191922245
99,100,2.8615129240775112
100,101,3.376864714251889
101,102,3.215586787383419
102,103,3.143407745893493
103,104,13.105873034218352
104,105,11.42182789103877
105,106,3.153958747025182
106,107,2.9185283723978332
107,108,4.488474090153137
108,109,2.7637129108343736
109,110,16.120125372970495
110,111,10.548940608492037
111,112,10.6049189425338
112,113,3.283004770485455
113,114,4.041852657709233
114,115,6.411747332598303
115,116,13.45024900272813
116,117,2.795588139684356
117,118,5.893575603273776
118,119,7.675256228877047
119,120,3.0545904316085877
120,121,13.364750880955201
121,122,9.90461345176679
122,123,4.168482513094276
123,124,3.2489458481053797
124,125,6.940541040847986
125,126,3.204612839067617
126,127,3.279889770707867
127,128,8.13725334046133
128,129,3.811427686905918
129,130,11.706898926456091
130,131,2.886094901257461
131,132,3.1767398492147745
132,133,2.639215248840557
133,134,2.7910813545129116
134,135,5.46272775226892
135,136,2.8561895219072997
136,137,12.642340330531217
137,138,9.74726141168639
138,139,9.543034699370846
139,140,3.0421997481924157
140,141,2.7615843392597594
141,142,8.52955538839061
142,143,2.8110282581594506
143,144,2.828736809922181
144,145,10.402550206771739
145,146,3.848332233042039
146,147,10.72607387856848
147,148,4.218394748269641
148,149,2.7660151713910266
149,150,5.204178978094135
150,151,9.852700528396138
151,152,2.756072052474417
152,153,18.49682936003932
153,154,11.09234282261579
154,155,3.3480118584715313
155,156,2.986808938467394
156,157,4.816447569717044
157,158,2.9193113686849497
158,159,11.243504184965252
159,160,4.000944512250691
160,161,6.74547575701166
161,162,5.553891025667615
162,163,2.8551850527886673
163,164,8.85478598840044
164,165,2.8667246838092506
165,166,3.233635729383924
166,167,3.1301505987208476
167,168,7.935767903127673
168,169,2.8620314052871576
169,170,19.615909434508286
170,171,2.8858556844680474
171,172,3.0302697834489054
172,173,20.980565385567406
173,174,3.11319134377869
174,175,2.8202081606275637
175,176,5.130289668402161
176,177,5.504512467644135
177,178,13.883129659548553
178,179,3.194435429529453
179,180,2.7899086631003516
180,181,10.185779875796916
181,182,2.8314551773169634
182,183,3.1420998756516503
183,184,3.57611957591694
184,185,2.8298483064086404
185,186,3.015004133863376
186,187,3.269741306000777
187,188,10.802337440535638
188,189,12.135888917387371
189,190,15.422711331462436
190,191,14.596603783638823
191,192,17.37881011355674
192,193,3.0724610394179668
193,194,3.3497725479189073
194,195,15.203051360888898
195,196,4.492854681543992
196,197,14.981047165257145
197,198,10.53563097203053
198,199,2.954065555290771
199,200,2.9379016165997887
200,201,3.07347339204406
201,202,3.007146746321799
202,203,2.965726720819936
203,204,2.9795586348038583
204,205,11.541545858246728
205,206,3.6029570802404756
206,207,15.246410663213972
207,208,8.393776653583611
208,209,6.87265188064199
209,210,10.99137512622616
210,211,7.2935583516205185
211,212,2.783381474436631
212,213,2.970866647500248
213,214,12.173187881758786
214,215,7.671093191134499
215,216,2.622440433301436
216,217,2.9222819949059566
217,218,3.351678282170074
218,219,3.3291470134002545
219,220,16.905398036296532
220,221,8.273402684781878
221,222,5.953278661294631
222,223,3.186559298337918
223,224,5.4230216693820825
224,225,2.7668225070104975
225,226,2.8096200684305193
226,227,2.6482757608586356
227,228,2.8748253524112055
228,229,7.707590971032455
229,230,2.832328007648942
230,231,2.680404770642354
231,232,5.258381749545132
232,233,2.852661381494884
233,234,10.289060335039313
234,235,4.657757483408677
235,236,3.408582085318561
236,237,9.450494324011382
