,Episode,Average Waiting Time
0,1,11.823435326341663
1,2,9.950911596240193
2,3,9.480797014602174
3,4,6.551937336228509
4,5,16.892608150524335
5,6,13.183467658264949
6,7,2.4358171514268427
7,8,5.280434518525523
8,9,6.481383297084377
9,10,15.884133187307517
10,11,6.098071017915185
11,12,7.1189178141039235
12,13,7.05683289345393
13,14,12.64755057592389
14,15,8.26361409695813
15,16,7.441474528147062
16,17,8.703431677640271
17,18,8.022685365664977
18,19,4.783798231527433
19,20,3.728334636454723
20,21,6.848732621762896
21,22,6.524955376088258
22,23,8.321750257311123
23,24,6.824453072103209
24,25,4.1127000631888
25,26,9.51580148448988
26,27,20.00909946905428
27,28,3.9248367842225482
28,29,15.096784061218587
29,30,12.352127157065366
30,31,9.620628780753128
31,32,6.242685155160723
32,33,6.915099275332714
33,34,14.755323744307596
34,35,5.278382819378366
35,36,7.4424776797829635
36,37,10.9009217608535
37,38,7.99890694792659
38,39,11.062882476071026
39,40,6.377121654424239
40,41,6.56406969456603
41,42,6.078841162799805
42,43,4.88110957134622
43,44,6.10361365841511
44,45,6.667861996068946
45,46,9.534657532698981
46,47,20.290073464992016
47,48,6.914374486691798
48,49,6.1953907239290595
49,50,11.321075668704594
50,51,6.221156428248668
51,52,4.847653340624732
52,53,3.3080190108808005
53,54,8.727104376863542
54,55,5.096669150501793
55,56,5.8917926127026545
56,57,5.813880584970705
57,58,9.530874009878392
58,59,9.162966708067488
59,60,3.6275119149940998
60,61,9.67755229596408
61,62,16.00497582389036
62,63,4.861437173078046
63,64,5.658611894902444
64,65,2.352492815953077
65,66,5.777905081624784
66,67,3.6946275396940136
67,68,17.679291553832787
68,69,8.92845511873771
69,70,3.392669921014256
70,71,6.2073839739552215
71,72,10.815420707416267
72,73,6.583367433247958
73,74,3.8810339057009866
74,75,9.914163404260593
75,76,3.4637736148962777
76,77,9.429952359801206
77,78,16.65214338314151
78,79,3.840920785802261
79,80,6.588948714662431
80,81,10.633355088852126
81,82,9.36952897767352
82,83,10.064025454540506
83,84,4.946778271804579
84,85,6.94812079526277
85,86,5.286379059192726
86,87,6.91441370161219
87,88,6.998272765537746
88,89,6.900054734977121
89,90,8.072297438563766
90,91,11.357280784372815
91,92,7.793208840597753
92,93,6.477701788653873
93,94,5.998650029217042
94,95,6.680558921461514
95,96,6.254399288626174
96,97,5.443531423926311
97,98,7.375372530330113
98,99,3.027579337422563
99,100,5.910384090944193
100,100000000001,6.032105823251512
